RecordID,SnapshotDate,ProductName,ProductClass,ManufacturingSite,BatchNumber,ExpiryDate,StorageCondition,WarehouseCountry,QuantityOnHand,ReorderLevel,StockoutFlag
INV000196,2020-01-08,Androporin,Antiseptics,MUNICH PLANT,B2001-8074,2022-01-18,CONTROLLED SUBSTANCE,Germany,6781,145,No
INV000197,2018-04-26, Sodinel Olofribrate  ,Antimalarial, Warsaw Plant  ,B1804-2135,2020-04-01, Refrigerated  ,Poland,6452,153,FALSE
INV000198,2019-11-20, Panpion  ,Antiseptics,POZNAN SITE,B1911-4983,2022-05-13,Frozen,Poland,735,132,No
INV000199,2019-06-22,Dexacilin Triline,Analgesics,munich plant,B1906-6370,2020-12-16,frozen,Germany,1142,262,No
INV000200,2017-02-07,Ketamara Evogel,Antipiretics,poznan site,B1702-7762,2017-04-22,refrigerated,Poland,3371,261,No
INV000201,2020-02-29,Androporin,Antiseptics, MUNICH PLANT  ,B2002-3070,2021-03-04,room temperature,Germany,4946,396,No
INV000202,2018-05-02,Lovavatol Azelavarix,Mood Stabilizers,FRANKFURT PLANT,B1805-8565,2020-08-02,controlled substance,Germany,9435,365,FALSE
INV000203,2017-09-13,Alpradipine,Analgesics, MUNICH PLANT  ,B1709-9761,2020-06-03,Refrigerated,Germany,5441,327,FALSE
INV000204,2017-08-16,Syntheruvax Proracin,Antimalarial,warsaw plant,B1708-3496,2018-12-26,Refrigerated,Poland,5847,,No
INV000205,2017-06-26,Dasagestin,Analgesics, Poznan Site  ,B1706-0214,2017-10-11,refrigerated,Poland,8760,220,No
INV000206,2018-12-21,Formolovir Amanferon,Analgesics,MUNICH PLANT,B1812-0769,2021-05-12,room temperature,Germany,6522,186,No
INV000207,2019-09-29, Halciramine  ,Antimalarial,Frankfurt Plant,B1909-5682,2022-09-14,Frozen,Germany,8351,115,FALSE
INV000208,2017-11-19,Insozyme,Antiseptics,Poznan Site,B1711-9323,2019-10-22,controlled substance,Poland,5458,183,FALSE
INV000209,2019-09-18,Tetratanyl,Antimalarial,Poznan Site,B1909-3054,2022-05-12,CONTROLLED SUBSTANCE,Poland,9407,274,No
INV000210,2017-07-18,Megenorphine,Antimalarial, Frankfurt Plant  ,B1707-3256,2019-09-04,refrigerated,Germany,6221,388,FALSE
INV000211,2017-06-14,Ribabyclor,Antiseptics,Warsaw Plant,B1706-5541,2019-12-13,ROOM TEMPERATURE,Poland,4017,322,FALSE
INV000212,2020-07-11,Rositroban,Mood Stabilizers,KRAKOW FACILITY,B2007-5705,2021-02-02,controlled substance,Poland,7398,336,FALSE
INV000213,2020-10-25,Interfeferon Aspipex,Antiseptics, frankfurt plant  ,B2010-0759,2022-08-10,refrigerated,Germany,5861,285,No
INV000214,2019-10-27,Interzide,Antimalarial,munich plant,B1910-3163,2020-03-12, FROZEN  ,Germany,2545,203,FALSE
INV000215,2018-10-25, Megenorphine  ,Antimalarial,Frankfurt Plant,B1810-3430,2020-09-08, room temperature  ,Germany,2549,362,No
INV000216,2017-11-15,Claripenem,Antibiotics,Warsaw Plant,B1711-7062,2018-03-01, room temperature  ,Poland,9803,151,No
INV000217,2019-06-28,Abtasol,Antiseptics,munich plant,B1906-1956,2020-07-01,controlled substance,Germany,3769,138,FALSE
INV000218,2018-09-01,Dexacilin Triline,Analgesics,MUNICH PLANT,B1809-8014,2020-01-01,refrigerated,Germany,9017,243,No
INV000219,2019-03-16,Megenorphine,Antimalarial,frankfurt plant,B1903-9952,2019-09-05,refrigerated,Germany,6768,116,TRUE
INV000220,2020-08-22,Requimadin,Antimalarial,Krakow Facility,B2008-7168,2022-12-20,controlled substance,Poland,8980,234,0
INV000221,2018-01-12,Vibratosine Alemtrace,Antibiotics,Krakow Facility,B1801-7338,2018-06-25,Refrigerated,Poland,6405,169,No
INV000222,2019-12-17,Pazofenac,Mood Stabilizers, krakow facility  ,B1912-6823,2020-11-27,controlled substance,Poland,2220,56,No
INV000223,2018-03-05,Paronium Atracustone,Analgesics, MUNICH PLANT  ,B1803-7131,2019-06-01,Frozen,Germany,4052,387,FALSE
INV000224,2020-10-22,Vibratosine Alemtrace,Antibiotics, Krakow Facility  ,B2010-6735,2021-04-11,FROZEN,Poland,1571,183,No
INV000225,2018-10-31,Morphizolid Tianalin,Mood Stabilizers,KRAKOW FACILITY,B1810-0872,2020-11-14, refrigerated  ,Poland,4151,341,No
INV000226,2019-01-18,Primapion,Antibiotics,Poznan Site,B1901-4018,2020-09-23,Frozen,Poland,4410,177,FALSE
INV000227,2019-12-27,Ketastadil,Analgesics, FRANKFURT PLANT  ,B1912-3443,2020-08-31,FROZEN,Germany,3000,200,FALSE
INV000228,2020-04-22, Halciramine  ,Antimalarial,Frankfurt Plant,B2004-1674,2021-03-30, controlled substance  ,Germany,923,384,No
INV000229,2019-12-24,Quixitriptan Alanesin,Antiseptics,Poznan Site,B1912-8134,2021-07-14,controlled substance,Poland,N/A,381,No
INV000230,2018-06-12, Magnemunex  ,Antiseptics, Munich Plant  ,B1806-2477,2021-03-31,Refrigerated,Germany,1401,147,No
INV000231,2019-02-07, Brimorix Amonine  ,Antibiotics, Munich Plant  ,B1902-2996,2020-03-06,REFRIGERATED,Germany,7848,278,Yes
INV000232,2019-02-21,Eproline,Antibiotics,FRANKFURT PLANT,B1902-0954,2021-04-17, FROZEN  ,Germany,9524,198,FALSE
INV000233,2018-05-26,Alisteride Pemidizem,Antiseptics,POZNAN SITE,B1805-3174,2020-10-25,Refrigerated,Poland,4674,119,FALSE
INV000234,2020-11-11, Bexridol  ,Antipiretics,KRAKOW FACILITY,B2011-3668,2023-06-12,CONTROLLED SUBSTANCE,Poland,1977,399,No
INV000235,2017-01-27,Insozyme,Antiseptics,Poznan Site,B1701-1106,2019-12-21,room temperature,Poland,4711,244,0
INV000236,2020-01-27,Victomax,Analgesics,FRANKFURT PLANT,B2001-2203,2021-06-02, Refrigerated  ,Germany,645,252,Yes
INV000237,2018-01-19,Requimadin,Antimalarial,KRAKOW FACILITY,B1801-1736,2019-12-05,room temperature,Poland,1652,345,FALSE
INV000238,2018-12-10,Topitaine,Mood Stabilizers,FRANKFURT PLANT,B1812-8097,2019-11-16,room temperature,Germany,3329,376,No
INV000239,2017-03-07, Feruprazole  ,Mood Stabilizers,Poznan Site,B1703-0741,2017-09-12,CONTROLLED SUBSTANCE,Poland,8361,128,No
INV000240,2019-09-03,Victomine,Antimalarial,krakow facility,B1909-4552,2022-06-02,FROZEN,Poland,9964,306,No
INV000241,2017-09-05,Aclonuma,Antimalarial,Warsaw Plant,B1709-5792,2018-01-12, room temperature  ,Poland,2565,241,No
INV000242,2018-05-05, Xenaminphen  ,Antimalarial,WARSAW PLANT,B1805-2332,2018-07-08, Frozen  ,Poland,6075,313,No
INV000243,2017-03-05,Ketamara Evogel,Antipiretics,poznan site,B1703-5169,2019-08-10,REFRIGERATED,Poland,2758,103,FALSE
INV000244,2017-08-14,Hemavate Spirolinum,Mood Stabilizers,warsaw plant,B1708-9332,2018-10-27,FROZEN,Poland,9810,133,FALSE
INV000245,2017-05-09,Zonixamine Immulinum,Analgesics,Munich Plant,B1705-8877,2017-10-24, controlled substance  ,Germany,601,386,No
INV000246,2018-02-17,Solasteride,Mood Stabilizers, Poznan Site  ,B1802-9646,2020-06-12, Frozen  ,Poland,996,195,No
INV000247,2018-04-16,Dexacilin Triline,Analgesics,Munich Plant,B1804-0401,2019-11-08,controlled substance,Germany,5333,195,No
INV000248,2019-01-24,Hepavice,Mood Stabilizers,Warsaw Plant,B1901-5166,2021-01-30, frozen  ,Poland,9121,78,FALSE
INV000249,2017-01-17, Exotropin Empizine  ,Mood Stabilizers,poznan site,B1701-2989,2020-01-12,Frozen,Poland,6306,321,No
INV000250,2020-09-16,Ribabyclor,Antiseptics,warsaw plant,B2009-4404,2023-05-17,room temperature,Poland,9976,191,0
INV000251,2018-10-04,Aggrakine,Antiseptics,poznan site,B1810-9819,2020-05-18,controlled substance,Poland,7011,259,No
INV000252,2017-01-02, Afretosine  ,Mood Stabilizers,munich plant,B1701-8503,2018-08-08, room temperature  ,Germany,3787,360,No
INV000253,2018-01-10,Ketamara Evogel,Antipiretics,Poznan Site,B1801-9445,2018-06-02, REFRIGERATED  ,Poland,217,298,Yes
INV000254,2017-09-11,Sumanazole,Analgesics,Munich Plant,B1709-2643,2019-06-27,Refrigerated,Germany,7004,358,No
INV000255,2018-08-16, Dexmeprazole Transnuvia  ,Mood Stabilizers,FRANKFURT PLANT,B1808-0761,2019-03-24,Refrigerated,Germany,4553,244,No
INV000256,2017-09-13, Aggrakine  ,Antiseptics,Poznan Site,B1709-2861,2018-01-04,room temperature,Poland,9381,63,No
INV000257,2020-11-20,Eproline,Antibiotics,FRANKFURT PLANT,B2011-5012,2021-07-17,room temperature,Germany,1892,121,FALSE
INV000258,2019-08-16,Vibratosine Alemtrace,Antibiotics,krakow facility,B1908-1412,2022-06-05, room temperature  ,Poland,3816,163,No
INV000259,2017-03-25,Darlofen,Antipiretics, poznan site  ,B1703-2570,2018-03-15, Refrigerated  ,Poland,7937,90,No
INV000260,2017-01-09,Dexmeprazole Transnuvia,Mood Stabilizers,frankfurt plant,B1701-7571,2017-11-03, Refrigerated  ,Germany,4011,88,No
INV000261,2019-05-20,Flutacerol,Analgesics,Frankfurt Plant,B1905-0865,2021-10-14,controlled substance,Germany,6334,118,No
INV000262,2020-08-18,Zonitonin,Antiseptics,Warsaw Plant,B2008-3811,2023-04-09,Refrigerated,Poland,4322,236,No
INV000263,2018-02-05,Fentalac,Antipiretics,Warsaw Plant,B1802-3954,2019-02-07,REFRIGERATED,Poland,9117,91,No
INV000264,2020-04-19,Afaxacin,Analgesics, Krakow Facility  ,B2004-2537,2022-05-18,room temperature,Poland,8086,129,No
INV000265,2017-05-15, Ketamara Evogel  ,Antipiretics,poznan site,B1705-2791,2017-12-16,REFRIGERATED,Poland,7383,60,No
INV000266,2020-09-29,Factolamide,Antiseptics,Warsaw Plant,B2009-9698,2021-01-30,refrigerated,Poland,6211,354,No
INV000267,2019-07-11,Lactubucil,Antipiretics,poznan site,B1907-0236,2022-06-19,ROOM TEMPERATURE,Poland,8557,316,No
INV000268,2018-09-22, Finanel  ,Antimalarial,Krakow Facility,B1809-5695,2019-05-05,refrigerated,Poland,1094,211,No
INV000269,2020-09-04,Dantocept Ferurenone,Antiseptics,WARSAW PLANT,B2009-2766,2022-08-17, room temperature  ,Poland,934,152,No
INV000270,2019-05-03,Paronium Atracustone,Analgesics, Munich Plant  ,B1905-4846,2021-02-06,REFRIGERATED,Germany,7055,146,No
INV000271,2019-12-16,Metapatch,Antipiretics, krakow facility  ,B1912-6753,2021-02-03,controlled substance,Poland,7479,267,FALSE
INV000272,2020-12-11,Interfestar,Antibiotics, Munich Plant  ,B2012-9656,2022-06-16,CONTROLLED SUBSTANCE,Germany,8406,359,No
INV000273,2017-04-29, Adideine  ,Mood Stabilizers, KRAKOW FACILITY  ,B1704-4383,2017-08-17,CONTROLLED SUBSTANCE,Poland,4727,68,No
INV000274,2018-03-27,Ketastadil,Analgesics,Frankfurt Plant,B1803-3363,2018-08-14, refrigerated  ,Germany,N/A,166,FALSE
INV000275,2017-07-18,Atomorelin,Analgesics,warsaw plant,B1707-2086,2020-03-24,room temperature,Poland,4844,259,FALSE
INV000276,2019-01-10,Ciclonazol,Antiseptics,KRAKOW FACILITY,B1901-7558,2021-07-22,FROZEN,Poland,8839,121,No
INV000277,2020-07-14,Thionide,Analgesics,MUNICH PLANT,B2007-0260,2023-05-26,Refrigerated,Germany,9917,97,No
INV000278,2017-09-21,Amamadin,Antimalarial,MUNICH PLANT,B1709-6840,2020-05-30, Refrigerated  ,Germany,9519,366,0
INV000279,2019-01-04, Dexacilin Triline  ,Analgesics,Munich Plant,B1901-5582,2020-07-25, Refrigerated  ,Germany,5460,212,No
INV000280,2018-06-04,Exexone,Mood Stabilizers,munich plant,B1806-9718,2020-12-12,controlled substance,Germany,2959,156,0
INV000281,2019-03-13,Menogine,Antiseptics,Frankfurt Plant,B1903-4482,2020-03-10, Refrigerated  ,Germany,4492,224,Yes
INV000282,2019-01-03,Flutacerol,Analgesics,frankfurt plant,B1901-0031,2019-06-06, Frozen  ,Germany,5408,276,No
INV000283,2018-10-21, Aldevac  ,Analgesics,Warsaw Plant,B1810-9432,2019-12-21, CONTROLLED SUBSTANCE  ,Poland,7895,218,No
INV000284,2019-01-10,Abatatriptan,Antibiotics,Munich Plant,B1901-1809,2020-01-28,FROZEN,Germany,3425,87,No
INV000285,2019-10-09,Travosoline Capolac,Antipiretics,poznan site,B1910-9754,2021-01-28, frozen  ,Poland,7385,110,FALSE
INV000286,2018-05-06, Vibratosine Alemtrace  ,Antibiotics,KRAKOW FACILITY,B1805-3957,2020-01-10, room temperature  ,Poland,9513,344,FALSE
INV000287,2017-04-24,Methiclotide,Antibiotics,MUNICH PLANT,B1704-4048,2017-07-12,room temperature,Germany,7593,366,No
INV000288,2017-06-13,Cephozumab Synmethate,Antibiotics,POZNAN SITE,B1706-9896,2019-04-19, ROOM TEMPERATURE  ,Poland,1950,251,No
INV000289,2018-09-13,Factolamide,Antiseptics,warsaw plant,B1809-6788,2021-06-18,room temperature,Poland,4387,114,No
INV000290,2020-04-24,Requimadin,Antimalarial,Krakow Facility,B2004-3922,2022-07-06,controlled substance,Poland,8186,117,0
INV000291,2019-01-26,Microroban Afatigomar,Antimalarial,MUNICH PLANT,B1901-4627,2021-08-14,ROOM TEMPERATURE,Germany,2957,367,No
INV000292,2020-09-26,Acubulin,Antipiretics,POZNAN SITE,B2009-7006,2021-08-08,controlled substance,Poland,9005,367,No
INV000293,2020-11-21,Topitaine,Mood Stabilizers,frankfurt plant,B2011-8467,2023-10-08,room temperature,Germany,6596,366,No
INV000294,2020-11-19,Invisteride Diclomycin,Mood Stabilizers, Frankfurt Plant  ,B2011-9311,2022-12-30, frozen  ,Germany,9259,243,0
INV000295,2020-05-11,Immurenol Temarate,Antipiretics,Frankfurt Plant,B2005-6301,2021-03-15,controlled substance,Germany,9704,55,No
INV000296,2017-02-03,Rositroban,Mood Stabilizers,krakow facility,B1702-8034,2017-07-20, room temperature  ,Poland,8061,280,No
INV000297,2018-07-27,Ibrulinum,Antipiretics,Poznan Site,B1807-0378,2019-11-26,REFRIGERATED,Poland,6992,295,0
INV000298,2018-07-11, Penitrana  ,Analgesics,FRANKFURT PLANT,B1807-2688,2019-05-09,controlled substance,Germany,7056,383,No
INV000299,2020-12-17,Betanem,Analgesics,Poznan Site,B2012-4844,2023-06-20,controlled substance,Poland,3506,218,No
INV000300,2019-10-17, Amphesirox  ,Antiseptics,warsaw plant,B1910-1884,2022-07-13,room temperature,Poland,3928,196,No
INV000301,2017-12-07,Abranatal Lysoprosate,Antiseptics, MUNICH PLANT  ,B1712-5683,2019-05-22,Frozen,Germany,9651,245,No
INV000302,2020-01-06,Cordamectin Actolamin,Antipiretics, WARSAW PLANT  ,B2001-3255,2022-01-05,room temperature,Poland,4620,341,No
INV000303,2017-07-28,Albuterenone,Antimalarial,krakow facility,B1707-5294,2019-03-23, CONTROLLED SUBSTANCE  ,Poland,8750,142,No
INV000304,2019-07-06,Morphizolid Tianalin,Mood Stabilizers,KRAKOW FACILITY,B1907-6870,2019-12-02,refrigerated,Poland,4834,344,FALSE
INV000305,2018-04-16,Dantolac Pazocor,Analgesics,warsaw plant,B1804-3798,2019-10-20,frozen,Poland,5635,98,No
INV000306,2017-11-18, Malaxolol Aeroprosyn  ,Antiseptics,Frankfurt Plant,B1711-0213,2019-07-01,CONTROLLED SUBSTANCE,Germany,5680,144,No
INV000307,2018-02-08,Trazozaprine,Mood Stabilizers,Frankfurt Plant,B1802-4422,2018-05-14,frozen,Germany,8841,294,0
INV000308,2020-01-13,Alglutriptan,Analgesics,poznan site,B2001-4488,2021-07-30,frozen,Poland,2926,298,0
INV000309,2018-12-06,Sucprine Specbalamin,Antiseptics, Munich Plant  ,B1812-6759,2020-05-05,frozen,Germany,6980,170,0
INV000310,2020-05-15,Clinolan Pitoletra,Mood Stabilizers,Munich Plant,B2005-8179,2021-11-22,CONTROLLED SUBSTANCE,Germany,3084,343,No
INV000311,2019-10-02,Vibratosine Alemtrace,Antibiotics,Krakow Facility,B1910-8859,2020-03-04,FROZEN,Poland,5118,239,0
INV000312,2017-10-23,Xenaminphen,Antimalarial,warsaw plant,B1710-2837,2018-02-18, controlled substance  ,Poland,888,287,No
INV000313,2020-09-15, Spiroderall  ,Mood Stabilizers,munich plant,B2009-0971,2021-01-20,room temperature,Germany,8032,286,No
INV000314,2017-12-09,Factofribrate,Mood Stabilizers,Frankfurt Plant,B1712-9352,2018-09-23, Refrigerated  ,Germany,7369,175,FALSE
INV000315,2020-09-24, Diprolimus  ,Antiseptics,Poznan Site,B2009-3114,2023-08-05,refrigerated,Poland,4657,198,No
INV000316,2019-01-30,Adideine,Mood Stabilizers,KRAKOW FACILITY,B1901-1014,2020-09-26,controlled substance,Poland,6359,264,No
INV000317,2019-10-14,Bexridol,Antipiretics,krakow facility,B1910-1496,2020-12-12,CONTROLLED SUBSTANCE,Poland,5455,328,No
INV000318,2018-03-27,Malaxolol Aeroprosyn,Antiseptics,FRANKFURT PLANT,B1803-5326,2020-03-12, room temperature  ,Germany,3787,290,No
INV000319,2017-06-16,Dantolac Pazocor,Analgesics, WARSAW PLANT  ,B1706-6249,2017-12-21,Frozen,Poland,5873,274,FALSE
INV000320,2019-04-30,Lansostral Acgestin,Antiseptics,Munich Plant,B1904-7662,2020-11-21,FROZEN,Germany,3317,260,No
INV000321,2020-07-21,Saprodeine Zanprosyn,Antibiotics,POZNAN SITE,B2007-0446,2020-12-23,ROOM TEMPERATURE,Poland,7821,120,No
INV000322,2017-03-31,Claricriptine Adaferol,Antibiotics,Frankfurt Plant,B1703-5297,2017-08-03,ROOM TEMPERATURE,Germany,4790,347,No
INV000323,2017-07-02, Menogine  ,Antiseptics,Frankfurt Plant,B1707-5432,2019-11-14,FROZEN,Germany,4666,334,No
INV000324,2018-08-09, Abranatal Lysoprosate  ,Antiseptics,Munich Plant,B1808-2394,2019-09-18,frozen,Germany,4197,258,0
INV000325,2018-03-24, Androporin  ,Antiseptics, MUNICH PLANT  ,B1803-3903,2019-04-29,refrigerated,Germany,3217,227,No
INV000326,2019-10-14,Adalatamine,Antiseptics,Poznan Site,B1910-8294,2021-11-17,REFRIGERATED,Poland,3205,,No
INV000327,2019-03-07,Sanctumine,Antimalarial,Warsaw Plant,B1903-0339,2021-08-04,Refrigerated,Poland,9973,230,No
INV000328,2020-09-19,Presetron,Mood Stabilizers,frankfurt plant,B2009-0751,2022-11-09,room temperature,Germany,2792,291,No
INV000329,2019-12-24, Cephozumab Synmethate  ,Antibiotics,Poznan Site,B1912-9607,2021-10-25,frozen,Poland,5619,162,No
INV000330,2019-02-11,Antaparin Varizyme,Mood Stabilizers,Munich Plant,B1902-9959,2021-04-27,frozen,Germany,2755,135,No
INV000331,2019-02-25, Saprodeine Zanprosyn  ,Antibiotics,Poznan Site,B1902-6968,2020-01-14,ROOM TEMPERATURE,Poland,4367,92,No
INV000332,2019-11-05,Fosinofen,Antipiretics,Munich Plant,B1911-7916,2021-09-05,CONTROLLED SUBSTANCE,Germany,8867,265,No
INV000333,2020-10-16, Aciprex  ,Antipiretics, Poznan Site  ,B2010-4749,2021-04-11, controlled substance  ,Poland,3598,175,No
INV000334,2017-05-26,Fosinofen,Antipiretics, munich plant  ,B1705-6260,2019-03-25, Refrigerated  ,Germany,5671,181,FALSE
INV000335,2020-12-27, Adrecetam Barazoxane  ,Antimalarial, POZNAN SITE  ,B2012-1445,2023-10-13,Refrigerated,Poland,4741,105,No
INV000336,2018-11-03,Hemavate Spirolinum,Mood Stabilizers,WARSAW PLANT,B1811-5453,2020-11-20, FROZEN  ,Poland,9930,82,No
INV000337,2020-02-02,Amphesirox,Antiseptics,Warsaw Plant,B2002-4037,2021-06-20,controlled substance,Poland,9839,351,Yes
INV000338,2020-01-21,Cricane Acamsumab,Antiseptics,Warsaw Plant,B2001-8962,2022-11-04,FROZEN,Poland,8602,53,0
INV000339,2020-07-12,Flutacerol,Analgesics, Frankfurt Plant  ,B2007-9564,2022-05-08, ROOM TEMPERATURE  ,Germany,6198,55,No
INV000340,2020-11-28,Kinenadryl,Antipiretics,POZNAN SITE,B2011-7159,2023-03-31,Frozen,Poland,6930,50,FALSE
INV000341,2017-09-20,Immurenol Temarate,Antipiretics, frankfurt plant  ,B1709-2115,2019-05-05,refrigerated,Germany,1933,127,No
INV000342,2017-01-06,Flutacerol,Analgesics,frankfurt plant,B1701-5601,2019-10-03,room temperature,Germany,1514,94,No
INV000343,2017-07-05, Adriacaine  ,Mood Stabilizers,Munich Plant,B1707-8040,2020-01-02,room temperature,Germany,1610,142,FALSE
INV000344,2019-10-18, Factofribrate  ,Mood Stabilizers, Frankfurt Plant  ,B1910-3434,2022-05-10, FROZEN  ,Germany,9587,313,No
INV000345,2017-10-01,Eproline,Antibiotics, frankfurt plant  ,B1710-3689,2020-08-14,frozen,Germany,2890,329,No
INV000346,2018-02-04,Thionide,Analgesics,munich plant,B1802-3276,2018-05-27,refrigerated,Germany,1774,170,FALSE
INV000347,2020-02-28,Adriacaine,Mood Stabilizers, MUNICH PLANT  ,B2002-9468,2022-01-26,room temperature,Germany,7363,373,No
INV000348,2018-08-19,Interzide,Antimalarial,MUNICH PLANT,B1808-5399,2020-08-10, room temperature  ,Germany,9491,75,No
INV000349,2019-01-17,Zyvance,Analgesics,frankfurt plant,B1901-9755,2020-06-09, FROZEN  ,Germany,2546,135,No
INV000350,2020-04-20,Presetron,Mood Stabilizers,frankfurt plant,B2004-2627,2022-04-12,Frozen,Germany,1725,71,No
INV000351,2019-02-22,Choriogestrel,Antiseptics,Frankfurt Plant,B1902-1324,2021-03-06,room temperature,Germany,N/A,154,No
INV000352,2020-10-23,Tesnorphine Silotamine,Antibiotics,munich plant,B2010-0828,2022-09-16,ROOM TEMPERATURE,Germany,5477,215,FALSE
INV000353,2020-03-15, Abranatal Lysoprosate  ,Antiseptics, MUNICH PLANT  ,B2003-8678,2022-04-19,room temperature,Germany,1472,84,No
INV000354,2018-02-28,Claripenem,Antibiotics, Warsaw Plant  ,B1802-3922,2020-11-02,controlled substance,Poland,4710,152,No
INV000355,2020-11-15,Penitrana,Analgesics, frankfurt plant  ,B2011-0053,2022-08-03,REFRIGERATED,Germany,1902,119,No
INV000356,2019-12-13, Topifribrate  ,Analgesics, MUNICH PLANT  ,B1912-4767,2021-11-23,Frozen,Germany,2801,122,FALSE
INV000357,2018-08-01,Zithrotrol,Antiseptics,krakow facility,B1808-3069,2020-06-04, controlled substance  ,Poland,8282,292,FALSE
INV000358,2019-03-18, Ranediol  ,Antibiotics,Warsaw Plant,B1903-4866,2020-09-27,controlled substance,Poland,N/A,142,FALSE
INV000359,2017-11-08, Zyvance  ,Analgesics,FRANKFURT PLANT,B1711-6865,2018-02-10,FROZEN,Germany,8769,193,Yes
INV000360,2017-01-31,Zonixamine Immulinum,Analgesics,Munich Plant,B1701-0318,2017-08-21,room temperature,Germany,9611,253,No
INV000361,2020-03-18,Rositroban,Mood Stabilizers,Krakow Facility,B2003-4576,2020-09-17,room temperature,Poland,5169,222,FALSE
INV000362,2020-01-28,Atomorelin,Analgesics,Warsaw Plant,B2001-9637,2020-08-18,refrigerated,Poland,4155,316,FALSE
INV000363,2018-12-17,Requimadin,Antimalarial,Krakow Facility,B1812-3989,2021-03-25,FROZEN,Poland,9462,170,No
INV000364,2020-10-26,Xenaminphen,Antimalarial,Warsaw Plant,B2010-2386,2021-12-05,controlled substance,Poland,1377,310,No
INV000365,2019-12-27, Abtasol  ,Antiseptics,munich plant,B1912-3607,2022-02-06,CONTROLLED SUBSTANCE,Germany,4704,120,No
INV000366,2019-10-19,Claripenem,Antibiotics,Warsaw Plant,B1910-8698,2021-05-09, room temperature  ,Poland,6070,86,FALSE
INV000367,2018-02-02, Kinenadryl  ,Antipiretics,Poznan Site,B1802-3497,2020-06-02,controlled substance,Poland,5832,125,FALSE
INV000368,2017-03-17,Choriotrisin,Antibiotics,Warsaw Plant,B1703-8675,2018-07-03, room temperature  ,Poland,9164,353,No
INV000369,2020-05-09,Biotasol Siloderm,Antiseptics,Frankfurt Plant,B2005-7087,2021-09-15,FROZEN,Germany,6964,121,0
